Sensor Simulator starting (ID: 1, Server: 127.0.0.1:1245, Interval: 29 sec)
Connecting to server...
Connected to server at 127.0.0.1:1245 as sensor node 1
Sending authentication: AUTH sensor_user password123
Sending data: DATA 1 24.09 57.70 1011.59 1745111388
Sending data: DATA 1 24.86 40.58 1008.40 1745112594
Next transmission at 08:30:03 (9 seconds from now)
Sending data: DATA 1 17.90 59.04 1007.93 1745112603
Next transmission at 08:30:12 (9 seconds from now)
Sending data: DATA 1 17.80 46.56 1018.84 1745112612
Next transmission at 08:30:21 (9 seconds from now)
Sending data: DATA 1 18.32 49.12 1005.98 1745112621
Next transmission at 08:30:30 (9 seconds from now)
Sending data: DATA 1 20.05 45.44 1006.22 1745112630
Next transmission at 08:30:39 (9 seconds from now)
Sending data: DATA 1 17.22 58.14 1012.21 1745112639
Next transmission at 08:30:48 (9 seconds from now)
Sending data: DATA 1 26.58 40.68 1007.41 1745112648
Next transmission at 08:30:57 (9 seconds from now)
Sending data: DATA 1 23.48 49.28 1012.95 1745112657
Next transmission at 08:31:06 (9 seconds from now)
Sending data: DATA 1 17.37 50.50 1017.68 1745112666
Next transmission at 08:31:15 (9 seconds from now)
Sending data: DATA 1 17.51 41.57 1013.20 1745112675
Next transmission at 08:31:24 (9 seconds from now)

Received signal 2, shutting down...
Sensor simulator shutdown complete
